"1",NA
"2",92.7618344104196
"3",122.971482854428
"4",111.948124587502
"5",104.753330133018
"6",113.882900079371
"7",NA
"8",117.843895162309
"9",118.155305086466
"10",NA
"11",100.932267628519
"12",NA
"13",101.032934324186
"14",108.816795885318
"15",96.7253845796704
"16",93.2156097361169
"17",102.607697239731
"18",NA
"19",72.1614021777482
"20",NA
"21",91.1047478642236
"22",99.0530899209836
"23",74.436542322265
"24",NA
"25",105.955777184619
"26",118.801289447674
"27",111.67369353774
"28",100.372671420457
"29",82.2852100034932
"30",109.764609784217
"31",NA
"32",90.1205415869413
"33",106.527541462574
"34",97.4228916478079
"35",93.9254582366976
"36",81.0903566763843
"37",117.997026744782
"38",101.853531621535
"39",NA
"40",111.948720894601
"41",91.4889455885722
"42",151.79447465614
"43",104.142087325908
"44",100.359861660973
"45",99.3347533356295
"46",88.9536782178019
"47",114.067748608201
"48",NA
"49",88.5726169707252
"50",94.3281606844167
"51",NA
"52",NA
"53",101.40320186503
"54",NA
"55",82.0546757252737
"56",105.124800789455
"57",114.71383072861
"58",87.1297070486718
"59",94.1704141036454
"60",85.5224734594179
"61",119.795449117109
"62",98.7248046520948
"63",108.393264336545
"64",100.659272288849
"65",97.6446152726341
"66",112.599378074681
"67",89.2953275756623
"68",108.092359336005
"69",100.52138216312
"70",NA
"71",102.980727356593
"72",NA
"73",68.9709200478288
"74",86.2493552975198
"75",113.008273197738
"76",94.5943399228637
"77",97.1637501292866
"78",119.723575095432
"79",112.529350466245
"80",111.094920629224
"81",NA
"82",116.416072504558
"83",NA
"84",NA
"85",121.577589352823
"86",91.4173728195953
"87",NA
"88",93.5949535040039
"89",NA
"90",110.310760625178
"91",NA
"92",74.6341165255952
"93",NA
"94",110.651206542933
"95",103.053903496863
"96",110.98645568739
"97",NA
"98",88.3360517214311
"99",106.382274975287
"100",92.9236926340797
"101",NA
"102",103.563574901199
"103",107.728760022485
"104",99.2339859107883
"105",NA
"106",108.766742294476
"107",89.9863945046058
"108",121.742958871017
"109",NA
"110",112.740484955814
"111",107.455726370271
"112",87.6626581548706
"113",98.7619697099396
"114",115.319730360914
"115",NA
"116",120.760663298723
"117",85.5142953030546
"118",83.7980614483633
"119",83.8445776082665
"120",114.66606183715
"121",79.6274822687566
"122",110.630658890534
"123",100.012594261678
"124",107.292593173409
"125",60.2157991226105
"126",NA
"127",NA
"128",96.0817147811008
"129",NA
"130",108.272180478142
"131",101.834293594931
"132",94.1953403486605
"133",92.954567603374
"134",64.3165590663483
"135",107.318781406807
"136",118.22414966031
"137",103.15407175714
"138",112.070506920397
"139",115.970860276653
"140",70.6580869413553
"141",107.667273628438
"142",107.577974875373
"143",101.321220147739
"144",77.9304128692207
"145",69.24195898564
"146",98.7366482532211
"147",87.3211287311794
"148",107.367095098128
"149",NA
"150",NA
"151",122.744980525938
"152",97.5192506139238
"153",73.5266952038533
"154",106.020588552193
"155",93.9590835206017
"156",114.021965265391
"157",NA
"158",82.5002749616778
"159",95.654676822737
"160",122.919823701785
"161",NA
"162",90.8455817854043
"163",100.847988479465
"164",89.0239776524616
"165",89.1434070883172
"166",107.419960923639
"167",99.6998147026352
"168",94.4414821019447
"169",85.0969135108126
"170",98.5192256607511
"171",106.778164820147
"172",92.0657693576995
"173",93.1816946082324
"174",104.803262982634
"175",85.4274804651007
"176",92.0033339316342
"177",85.5964388814
"178",112.397889883848
"179",107.079038319894
"180",96.9618004535151
"181",NA
"182",NA
"183",110.822846899028
"184",92.6459235768979
"185",NA
"186",106.555230389204
"187",102.285508544199
"188",102.007815607696
"189",81.6684644239415
"190",119.083847381363
"191",82.8463337670086
"192",NA
"193",NA
"194",73.2098145525948
"195",115.528424057243
"196",111.298010938775
"197",123.296770660768
"198",84.7275837341969
"199",123.059513334425
"200",100.680721270623
"201",105.464733315458
"202",92.2756215088384
"203",115.758078340863
"204",101.570595030583
"205",101.154135932374
"206",115.961653402011
"207",95.5869081823489
"208",90.0535526669408
"209",95.8863749328278
"210",125.533181452975
"211",NA
"212",102.261442960444
"213",111.572913416193
"214",NA
"215",95.5128082014148
"216",97.0416888155577
"217",98.8507594233834
"218",118.970474523434
"219",108.317332799169
"220",109.560661197126
"221",NA
"222",99.4319267176971
"223",117.883212739953
"224",NA
"225",99.2055055153602
"226",91.8263757057186
"227",116.414671713971
"228",85.7757754187158
"229",96.5305609454294
"230",85.4509237370777
"231",81.8574252304738
"232",91.9263754618703
"233",NA
"234",94.6915496951528
"235",NA
"236",118.557058793078
"237",98.3991226815478
"238",112.095638547868
"239",109.845029541955
"240",69.7003842529291
"241",99.2126785463751
