"","x","y"
"1",3.66943941474372,3.1422808394251
"2",1.10500594199146,2.52599772207237
"3",1.7992876979886,2.08220595945765
"4",1.16302034615279,2.19896486432725
"5",1.56091188685718,2.55874662906418
"6",2.51338514398915,2.14489913640333
"7",3.5045753037152,3.63487904521095
"8",2.68472166050518,3.84901942405672
"9",2.75721449645041,3.49174121578184
"10",2.53124392145208,3.41692696899924
"11",2.84377211348725,2.72522842754667
"12",1.95810851855212,1.91898708253498
"13",1.47662716123879,2.46629688238658
"14",2.77486312617908,1.98463291281667
"15",3.08985510312046,3.07146809276959
"16",2.12403682645592,2.85729090685889
"17",2.54237465121533,2.05925156326069
"18",2.18531353334527,2.31074399932379
"19",2.15722448238529,2.37851687961976
"20",2.51559391167842,3.48090268424763
"21",2.60069320934421,3.08050551611167
"22",2.11108086748665,2.27431149639034
"23",1.42071758382829,2.6844623527375
"24",2.28096192360927,2.68877312023832
"25",2.60883161486549,2.76802894464333
"26",1.7695561161522,2.5496332591914
"27",2.22001514988202,2.84466730752641
"28",1.99214132502436,2.22030143077165
"29",1.95815609035423,3.49682916157878
"30",2.34169809235978,2.63565968182901
"31",2.18028752115661,2.44298106285873
"32",2.09888035904441,2.73963117670704
"33",2.61444293538614,3.49788276629282
"34",1.88006387957687,2.51163243085725
"35",2.17954150486347,2.69014081415353
"36",1.97906592643309,2.04883955770115
"37",2.10713779212518,3.2024680482342
"38",1.83908123073979,2.78834912086783
"39",1.87836203654627,2.42165614995088
"40",1.89336350180243,2.15535846559382
"41",2.22590125826724,2.53073729343955
"42",2.0678939815825,2.24799030907312
"43",2.62715564999799,2.45387361055692
"44",2.38605805876587,3.38482783734056
"45",2.03121308919999,2.04684558737796
"46",1.50897511484691,2.59549934333514
"47",2.70470237505822,2.93972869153709
"48",2.30313109093095,3.04775688809624
"49",2.09700521347603,2.49518014730842
"50",2.33990442067398,2.38754686856636
"51",1.64149972324873,2.68896521721543
"52",1.44027957639021,2.61938338566889
"53",1.34129131083999,1.92004700747904
"54",2.35011318854352,3.16853452614888
"55",2.24723217353056,2.39452150772188
"56",1.98496345346946,2.55178001613211
"57",1.66662906856747,2.44502480334695
"58",1.61816118312484,2.24312669621913
"59",2.68112102827315,3.09615929365219
"60",1.93486292849784,2.73478574641256
"61",1.7753660577922,2.12013990981877
"62",1.20153145032951,1.94011713999996
"63",2.04462200353086,2.05829439162191
"64",1.74983946261157,2.45334956098935
"65",1.15097155546925,1.8575844924609
"66",1.69107577326543,3.59254675644475
"67",2.70598227039893,2.71986471344165
"68",2.12468948591034,2.83990275937062
"69",2.76851886816498,3.80209665470105
"70",1.65953721018572,2.78025224698949
"71",2.06909256974186,2.57923520981831
"72",2.24273759183787,2.84994974481613
"73",1.37119154547805,2.21854289719204
"74",1.87071131661135,2.19497580959266
"75",2.07684378721074,3.78281495380047
"76",2.269958541004,2.43839430876989
"77",1.66462211549219,2.64267265846862
"78",0.707058456671862,1.99955449135241
"79",1.80631445514329,2.88578107579331
"80",1.96985342619277,2.15126929731815
"81",2.51450297124227,2.59940069718282
"82",2.45262707571738,4.27056668767038
"83",1.89918351304712,2.68917578737262
"84",2.10407240093872,2.73876683976894
"85",1.13866451564047,1.78452088912943
"86",2.13872941271255,2.18996715927229
"87",2.4442769899072,3.28076870434294
"88",1.22273906068943,1.9407129489553
"89",2.71809567613417,3.50998009502836
"90",1.68871162718909,2.03026346727049
"91",1.32143321422705,2.17185607177626
"92",1.92920177855478,2.35398372666216
"93",1.9322106040501,2.51876893057044
"94",2.06390408966028,2.20677951788863
"95",1.78651736809791,2.64585303162137
"96",2.92966312685512,2.92253602796345
"97",3.0239609477079,4.43443448685368
"98",1.27702006511315,2.21438087259456
"99",1.27302145522344,2.0333000019748
"100",2.25897050217683,3.35727584106459
"101",2.14066395682168,3.9568260833669
"102",1.99113122760136,2.30354355111175
"103",2.52468984710634,2.20076811625154
"104",1.45167027181101,1.89253167466638
"105",0.983206783625196,1.93212358582488
"106",0.796002895763293,1.78221334050554
"107",2.63674714649376,3.43115826824126
"108",2.0389367886653,2.72845970931128
"109",3.36152585525835,3.67383205440133
"110",1.94046015420282,2.97789995250459
"111",1.3374565130066,1.97127278084615
"112",2.45634278307222,2.46229357475117
"113",1.98523022253739,2.68654315020997
"114",1.04313474323185,2.27872229489151
"115",2.80278335615373,3.63488794230532
"116",2.72969243400427,2.63881446545577
"117",1.96350723050839,2.44620198342226
"118",1.93825632438167,2.79571872753056
"119",1.96410369638768,2.19768182168978
"120",1.38628482116223,2.51676194269049
"121",2.67681528659388,4.21483752694634
"122",1.73807559579506,2.31796253619478
"123",2.46706510713502,2.82794553745926
"124",2.00023827412994,2.11449870689502
"125",1.78052790024543,2.74111440117224
"126",1.77805104514406,2.29040016042328
"127",2.11091268141689,2.69944076257644
"128",1.73714780509526,2.25956964579765
"129",1.34952806657221,1.99881144426155
"130",1.59455018251596,2.23749168058535
"131",2.90874261526756,3.71242765900129
"132",1.5896459533473,2.17235013785183
"133",1.19566995755253,1.54171036790185
"134",2.66528234230447,3.07968940142091
"135",1.90980777557007,2.06304822865132
"136",2.06205114214985,2.81801721929462
"137",2.29078477857673,2.83124586797049
"138",1.85250718221837,2.81824602559038
"139",1.87204600794682,2.13740796465849
"140",2.02029056640655,2.65984942398069
"141",1.71146079771468,2.12901496827023
"142",1.97535752105817,2.67174031974741
"143",1.6637756820382,1.93907882230499
"144",1.64380031641408,2.19431585737421
"145",3.02197503676622,4.53887637590928
"146",1.28622957569473,2.5467708616809
"147",2.44204749019507,2.74540305611789
"148",1.76962300053427,2.25574946530177
"149",1.19325679118814,2.33908337269815
"150",2.82412137390884,3.22894536641858
"151",1.73585367814069,2.43646330977775
"152",1.3851074717296,2.06442408652505
"153",2.21603294407177,2.26692527143268
"154",1.85422655375813,2.11634472457137
"155",0.846439429436538,2.1938866617709
"156",2.87911935748558,3.63153120641032
"157",2.5198670075769,3.05686288464476
"158",2.16562190288746,2.59961452766387
"159",2.25338696187394,2.46998667242987
"160",0.948236424134469,1.72882398819639
"161",2.02603776191777,2.53984626249234
"162",1.18350590920954,1.78375358403656
"163",1.78516319772364,2.57738195748822
"164",1.56407199427016,2.50624860745657
"165",2.67933591047497,3.66578283010106
"166",2.52416526684474,2.62302510655437
"167",2.27571855965285,3.01216421373669
"168",2.2168368698243,2.49466662397187
"169",1.83596970670064,2.247543702122
"170",1.33355776620397,2.22966505615878
"171",1.02411820664236,1.91420210734004
"172",2.08930757818448,2.44541834096482
"173",2.74853115532979,2.88310550096192
"174",2.08287003029801,3.48788802867228
"175",1.3833496043248,2.24779955960188
"176",2.18077879845867,2.79058806577951
"177",2.86844396473008,2.59921515222161
"178",2.09500295938525,2.0534815808963
"179",2.61241276772167,2.43649887451568
"180",1.97034786858912,2.72061153814576
"181",2.10513155918902,2.19282425226599
"182",1.89955880010495,2.58312824949719
"183",2.319930748278,2.96295409720845
"184",2.90805053733841,5.00777978640494
"185",1.87012743430119,2.05607148381774
"186",2.15910244609443,3.03152934506402
"187",2.20106235964426,2.65944688633506
"188",2.27967603396268,2.57067798288186
"189",1.94968257813813,2.50091211156927
"190",2.00179889235732,2.60635478218586
"191",1.89563575850077,2.65005150232571
"192",1.39394076522024,2.45792086235408
"193",1.74292420379233,2.35401123269256
"194",2.78293290011276,4.64227299232537
"195",1.77727286586038,2.67665987909911
"196",1.72969231093816,2.72252044338436
"197",1.54792937452653,2.41340733813604
"198",2.24161809236529,2.52914760684765
"199",1.29744339831401,2.39225496065036
"200",2.39264108277128,1.95831955727203
"201",1.84147230357534,2.83309973383578
"202",2.08850458176578,2.25453607681741
"203",2.56056417585727,2.52755771206719
"204",1.56128065227493,2.46307152091963
"205",1.64445355018794,2.2292556923449
"206",2.27096531436991,2.73176407488321
"207",1.98174209243255,2.84265142489153
"208",1.49709834688797,2.29808551439621
"209",2.3528676398613,2.76295407244033
"210",2.04804648201799,2.57996531142022
"211",1.11816888406678,2.10780104723564
"212",2.33971295627242,3.10483442996687
"213",1.83712779553989,2.54715390669313
"214",1.37455828143273,2.20184685235682
"215",2.02272759384082,2.77679373305023
"216",1.83498808863423,2.05562901380878
"217",2.41517743287282,2.82230667217171
"218",2.01858216581583,2.23693634680548
"219",2.19115982032438,2.53712256559871
"220",2.31502719401292,2.58406442897719
"221",1.83657408831746,3.14627361406315
"222",1.49292517648972,1.98473482798376
"223",2.6859010883654,3.66631367731834
"224",2.39173235651823,2.70048091565669
"225",1.5037970759838,2.59710538997864
"226",1.57522356615453,2.29506798021541
"227",2.01725620539992,2.33254396759845
"228",2.0374125901324,2.07575673969457
"229",2.69814222569724,3.313942665006
"230",1.15957492555324,2.11372790512216
"231",2.23383782477155,2.81127952351804
"232",2.58000413152393,2.32777323821163
"233",1.45066014631338,2.50984203574039
"234",2.59310722720181,2.98081746934247
"235",2.46282769237964,3.61917924695852
"236",1.78074101688491,1.96731769896471
"237",2.4183967803301,3.28440783301407
"238",2.91918748099445,3.30741891685092
"239",1.83298034168327,2.34980686487159
"240",1.1181823690974,1.9357672304743
"241",3.34231668210094,4.58871107040504
"242",1.76318524792652,2.2730166736359
"243",2.26444689172296,2.51589742123597
"244",1.83818600217733,2.13052656954348
"245",1.77344892999607,2.4934997592102
"246",2.96679678162554,2.84287394801049
"247",2.11107740114188,2.88113333262598
"248",1.91386382505995,2.71696242778809
"249",2.50389922304791,3.32519878879462
"250",2.92968151235921,2.56760154373496
"251",2.13065367998556,3.52158741235606
"252",1.05147035176284,2.10256845545512
"253",2.5656837550724,3.04765722116263
"254",2.15837706662653,2.54389800385243
"255",1.16774833113839,2.11243310150078
"256",2.59951190767106,2.88218110642879
"257",2.45610913872032,2.71342790136415
"258",1.93778768466323,2.27079777204534
"259",2.13205686985701,2.62973104682593
"260",1.8248910498315,2.25783524204281
"261",2.13182656971527,3.06283659012443
"262",2.43011003624282,2.4428695454148
"263",1.5243127113014,2.21085473980721
"264",1.71930748329098,2.28414082633734
"265",1.26531912543077,2.4233853990249
"266",1.56863244159155,2.33672363489638
"267",3.08535511890781,3.83505333452137
"268",1.71105657062708,2.5940876731932
"269",1.24139839967664,2.05155084289944
"270",2.41537722336152,2.87456658984972
"271",1.59545478016164,2.41188067581337
"272",2.88050955194494,3.70004988520627
"273",1.94279272220406,2.25313258178314
"274",1.6696682021227,2.39270264394876
"275",1.57890382016915,2.74890917724559
"276",2.22281675453143,2.42733304483222
"277",2.41681095619451,2.54475041834045
"278",1.88111485316314,2.34439359013262
"279",1.60459262307863,2.24576384953214
"280",2.59274169546502,2.84895282659336
"281",0.873566132971514,2.27524582162542
"282",2.49684061727175,2.82470796701242
"283",1.400923352284,2.25386000205734
"284",2.24858094716289,2.92461055028928
"285",1.70039293254352,2.75774041416426
"286",1.83350502480769,2.23501334371775
"287",1.48099534722512,2.6102078137383
"288",2.2642524177923,2.49889585304265
"289",2.32327895698493,3.41736614032077
"290",2.21343587199258,2.46113489297338
"291",2.95494718945518,3.14772889314986
"292",2.43585421013942,3.08443985221715
"293",2.33263752444454,2.57777259758996
"294",0.952291189592097,1.9357030834378
"295",1.94635453703246,2.22216293943541
"296",1.51020210024233,2.39620339647869
"297",2.26536785601139,3.53939462909193
"298",2.39692818743719,2.91504349205492
"299",1.50605369081199,2.87495228197762
"300",2.27006361986651,2.64536264128024
"301",2.43713473837038,2.94403729880982
"302",2.47321633678078,2.82472083461211
"303",1.98339579343401,2.23177658995024
"304",1.62704389269237,1.85297508078786
"305",2.71273590909887,3.88435610914459
"306",1.85181503257528,2.03149592710457
"307",2.70733059968596,2.83517497612754
